Sample.ID,Size,Diet,Genus,Species,Genus.modif,Species.modif,Body size,Museum.ID,Site.Name,Level.Age,Age,age,age estimate,Note.age,Age.Category,Tray,Tray.ID,Weight,d15N,d13C,d13C.enamel,d180.enamel,X.N,X.C,C.N,commnets,analyzed.at.UNM.publication
41229-14048,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,060-065,,,4751,,Holocene,2,C4,0.574,5.4,-17.4,,,14.8,44.2,3,,x
41229-17076,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,050-055,,,4093,,Holocene,2,E9,0.504,3.8,-17.4,,,13.2,38.6,2.9,,x
41229-17091,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,050-055,,,4093,,Holocene,2,H11,0.566,4,-17.4,,,14.9,43.5,2.9,,x
908-3476,Small,Carnivore,Lynx,rufus,Lynx,sp.,17950,TMM,Kincaid Shelter,"ZONE 5, SQUARE A-B, 0-1",,,7000,,Holocene,4,E5,0.55,10,-17.4,,,3.5,16.7,4.8,,x
933-2156,Large,Carnivore,Arctodus,simus,Arctodus,simus,720000,TMM,Friesenhahn Cave,NA,Pleistocene,21000,21000,From Toomey: 21ka,Pleistocene,1,F11,0.477,7.6,-17.3,,,8.8,30.9,3.5,,x
41229-7646,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,040-045,,,3434,,Holocene,3,G8,0.544,5.1,-17.3,,,2.9,11.8,4.1,,x
40450-1608,Large,Carnivore,Canis,latrans,Canis,latrans,13406,TMM,Cave without a Name,N/A,,,13000,,Pleistocene,5,G9,0.508,8.1,-17.2,,,13.2,39.4,3,,x
41229-17230,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,090-095,,,6728,,Holocene,2,H12,0.562,4.8,-17.2,,,14.3,43.9,3.1,,x
41229-1001,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Halls Cave,NA,Holocene,6233.5,6233.5,,Holocene,1,H3,0.518,7.3,-17.2,,,16.2,44.7,2.8,,x
908-858,Small,Carnivore,Mephitis,mephitis,Mephitis,sp.,2085,TMM,Kincaid Shelter,"Zone 6, Square B-C, 8-9, #208",,,3000,,Holocene,4,G3,0.53,11,-17.2,,,13.9,42.5,3,,x
41229-697,Large,Carnivore,Canis,cf. latrans,Canis,latrans,13406,TMM,Hall's Cave,050-055,,,4093,,Holocene,1,F8,0.635,8.1,-17.1,,,16.1,42.8,2.7,,x
41229-17083,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,050-055,,,4093,,Holocene,2,F1,0.515,4,-17.1,,,14.3,42.7,3,,x
908-3839,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,"Zone 6, Square C-D, 7-8",,,3000,,Holocene,5,C9,0.556,6.1,-17.1,,,15.5,44,2.8,,x
908-4344,Small,Carnivore,Procyon,lotor,Procyon,lotor,5525,TMM,Kincaid Shelter,"Disturbed Fill, #396",,,,,,4,C10,0.538,9.8,-17.1,,,10.8,33.9,3.1,,x
43202-5,Large,Carnivore,Canis,familiaris/latrans,Canis,familiaris/latrans,13406,TMM,Ranny Creek Cave,"General midden, amature backdirt piles",,,5000,,Holocene,1,B10,0.555,7.5,-17.1,,,15.7,43.2,2.8,,x
41229-10778,Large,Carnivore,Canis,familiaris/latrans,Canis,familiaris/latrans,13406,TMM,Hall's Cave,050-055,,,4093,,Holocene,1,A7,0.56,10.5,-17,,,15.9,43.6,2.7,,x
41229-9806,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,050-055,,,4093,,Holocene,3,E2,0.526,4.6,-17,,,16,45.4,2.8,,x
41229-17056,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,045-050,,,3434,,Holocene,2,G4,0.57,5.7,-17,,,14,40.9,2.9,,x
41229-17086,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,050-055,,,4093,,Holocene,3,B1,0.519,5.6,-17,,,14.4,40.7,2.8,,x
41229-17179,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,075-080,,,5739,,Holocene,3,C12,0.521,5.4,-17,,,16.3,43.3,2.7,,x
41229-17234,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,090-095,,,6728,,Holocene,3,C9,0.544,4.7,-17,,,15.7,43.8,2.8,,x
41229-MUSTELID-15778,Small,Carnivore,Mustelidae,,Mustelidae,sp.,2.16732,TMM,Halls Cave,NA,Holocene,11174.5,11174.5,,Pleistocene,1,G7,0.538,11.9,-17,,,10.4,32.7,3.1,,x
908-3278,Small,Carnivore,Taxidea,taxus,Taxidea,,7108,TMM,Kincaid Shelter,"Zone 6, Square H-I, 4-5, #820",,,3000,,Holocene,4,D3,0.571,9,-17,,,15.8,45.4,2.9,,x
2598,Large,Carnivore,Canidae,modern,Canidae,modern,,TMM,NA,NA,,,0,,Modern,1,C12,0.584,7.2,-17,,,15.2,42.2,2.8,,x
908-3532,,NA,NA,,,,,TMM,NA,NA,,,,,,4,E3,0.553,6.9,-17,,,15.2,45.5,3,,x
41229-17034,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,020-025,,,2116,,Holocene,3,F2,0.54,4.2,-16.9,,,17.2,48.1,2.8,,x
41229-17131,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,055-060,,,4422,,Holocene,2,B4,0.587,4.6,-16.9,,,15.8,46.3,2.9,,x
41229-17309,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,120-125,,,8704,,Holocene,2,G11,0.549,5.9,-16.9,,,15.6,42.9,2.8,,x
41229-17318,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,125-130,,,9033,,Holocene,2,A10,0.527,5.8,-16.9,,,16.1,44.8,2.8,,x
908-4297,Large,Carnivore,Canis,familiaris/latrans,Canis,familiaris/latrans,13406,TMM,Kincaid Shelter,ZONE 6,,,3000,,Holocene,5,D2,0.558,7.7,-16.9,,,14.5,43,3,,x
41229-17246,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,095-100,,,7057,,Holocene,3,A2,0.546,5.2,-16.8,,,14.9,43.1,2.9,,x
41229-17255,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,100-105,,,7386,,Holocene,3,F9,0.541,7.8,-16.8,,,13.9,40.8,2.9,,x
908-4180,Small,Carnivore,Lynx,rufus,Lynx,sp.,17950,TMM,Kincaid Shelter,disturbed fill #189,,,,,,4,C12,0.522,8,-16.8,,,15.4,44.7,2.9,,x
908-3959,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,Disturbed Fill,,,,,,4,F12,0.541,8.7,-16.8,,,14.3,43.6,3,,x
41229-9988,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,045-050,,,3434,,Holocene,2,D6,0.562,4.1,-16.7,,,16.8,48.2,2.9,,x
41229-701,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,055-060,,,4422,,Holocene,2,A2,0.562,4.8,-16.7,,,15.2,43.6,2.9,,x
41229-17089,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,050-055,,,4093,,Holocene,2,E6,0.563,7.8,-16.7,,,14.7,42.7,2.9,,x
41229-FE-CO-15780,Large,Carnivore,Puma,concolor,Puma,concolor,51600,TMM,Halls Cave,NA,NA,,,,,1,G2,0.558,8.6,-16.7,,,15.7,45.2,2.9,,x
567396,Large,Carnivore,Canidae,modern,Canidae,modern,,TMM,NA,NA,,,0,,Modern,1,G9,0.549,11.2,-16.7,,,15.3,45.7,3,,x
41229-6561,Large,Carnivore,Canis,familiaris/latrans,Canis,familiaris/latrans,13406,TMM,Hall's Cave,145-150,,,10351,,Holocene,1,A6,0.692,7.9,-16.6,,,15.7,43.2,2.8,,x
41229-17077,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,050-055,,,4093,,Holocene,3,C8,0.542,4.1,-16.6,,,14.1,38.9,2.8,,x
933-2963,Large,Carnivore,Arctodus,simus,Arctodus,simus,720000,TMM,Friesenhahn Cave,,,,21000,,Pleistocene,5,F7,0.49,9.7,-16.5,,,9.3,31.2,3.3,,x
933-1625,Large,Carnivore,Canis,latrans,Canis,latrans,13406,TMM,Friesenhahn cave,,,,21000,,Pleistocene,1,E6,0.439,10.7,-16.5,,,10.7,37.4,3.5,,x
41229-3743,Large,Carnivore,Canis,lupus (?),Canis,lupus,37000,TMM,Hall's Cave,190-195,,,13315,,Pleistocene,1,B12,0.611,12.6,-16.5,,,15.2,43.1,2.8,,x
41229-1597,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,025-030,,,2446,,Holocene,3,G7,0.554,5.6,-16.5,,,14.9,44.2,3,,x
41229-17457,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,155-160,,,11010,,Pleistocene,3,C6,0.529,5.9,-16.5,,,14.2,39.3,2.8,,x
41229-17247,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,095-100,,,7057,,Holocene,2,A6,0.516,4.3,-16.5,,,15.2,44.3,2.9,,x
908-4469,Large,Carnivore,Canis,familiaris/latrans,Canis,familiaris/latrans,13406,TMM,Kincaid Shelter,no zone information on tag of specimen,,,,,,1,C5,0.526,9.9,-16.5,,,14.4,41,2.8,,x
908-4311,Large,Carnivore,Canis,sp.,Canis,sp.,13406,TMM,Kincaid Shelter,"Disturbed Fill, #287",,,,,,5,C12,0.168,9.8,-16.5,,,12,44.1,3.7,,x
908-4253,Small,Carnivore,Mephitis,mephitis,Mephitis,sp.,2085,TMM,Kincaid Shelter,"Disturbed Fill, #388",,,,,,4,G5,0.514,7.5,-16.5,,,14.4,41.8,2.9,,x
40685-1,Large,Herbivore,Tayassu,tajacu,Tayassu,tajacu,21267,TMM,Zesch Cave,?,Pleistocene,,30000,,Pleistocene,5,D8,0.525,7.3,-16.5,,,13.9,41.3,3,,x
41229-9849,Large,Carnivore,Canis,familiaris/latrans,Canis,familiaris/latrans,13406,TMM,Hall's Cave,070-075,,,5410,,Holocene,1,A5,0.447,7.7,-16.4,,,15.5,41.8,2.7,,x
41229-17051,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,035-040,,,3104,,Holocene,2,D5,0.524,5.5,-16.4,,,15.5,46.3,3,,x
41229-17058,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,045-050,,,3434,,Holocene,3,D1,0.565,5.2,-16.4,,,16.5,44.4,2.7,,x
41229-17287,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,110-115,,,8045,,Holocene,3,D6,0.551,6.7,-16.4,,,16,44.4,2.8,,x
41229-17310,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,120-125,,,8704,,Holocene,2,G10,0.541,5.8,-16.4,,,15,44.4,3,,x
220-36,Large,Carnivore,Canis,latrans,Canis,latrans,13406,TMM,Jess Cox Ranch,,,,5000,,Holocene,1,D11,0.577,8.4,-16.4,,,13.4,39.7,3,,x
908-4184,Small,Carnivore,Lynx,rufus,Lynx,sp.,17950,TMM,Kincaid Shelter,disturbed fill #183,,,,,,6,A4,0.525,8.3,-16.4,,,15.2,44,2.9,,x
41229-721,Large,Carnivore,Canis,sp.,Canis,sp.,13406,TMM,Hall's Cave,045-050,,,3434,,Holocene,1,C8,0.587,7.2,-16.3,,,15.2,42.5,2.8,,x
41229-17291,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,115-120,,,8375,,Holocene,2,C3,0.55,6.1,-16.3,,,15.8,45.8,2.9,,x
41229-17330,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,125-130,,,9033,,Holocene,2,E11,0.582,4.7,-16.3,,,16.1,44.2,2.8,,x
933-670,Large,Carnivore,Canis,latrans,Canis,latrans,13406,TMM,Friesenhahn cave,,,,21000,,Pleistocene,1,E5,0.274,10.1,-16.2,,,7.3,24.9,3.4,,x
41229-9881,Large,Carnivore,Canis,familiaris/latrans,Canis,familiaris/latrans,13406,TMM,Hall's Cave,105-110,,,7716,,Holocene,1,A12,0.382,8.1,-16.2,,,28.2,77.2,2.7,,x
41229-2554,Large,Carnivore,Canis,cf. latrans,Canis,latrans,13406,TMM,Hall's Cave,090-095,,,6728,,Holocene,1,B6,0.561,9.4,-16.2,,,15.3,43.1,2.8,,x
41229-17459,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,155-160,,,11010,,Pleistocene,3,G11,0.518,5.3,-16.2,,,10.8,31.4,2.9,,x
567394,Large,Carnivore,Canidae,modern,Canidae,modern,,TMM,NA,NA,,,0,,Modern,1,G7,0.539,10.4,-16.2,,,15.2,43.6,2.9,,x
41229-294,Large,Carnivore,Canis,latrans,Canis,latrans,13406,TMM,Hall's Cave,150-165,,,10680,,Pleistocene,1,A3,0.647,10.6,-16.1,,,15.8,43.2,2.7,,x
41229-10262,Small,Carnivore,Mustela,,Mustela,sp.,2085,TMM,Hall's Cave,240-245,,,16273,,Pleistocene,5,C11,0.573,12.6,-16.1,,,15.8,44.4,2.8,,x
41229-17015,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,020-025,,,2116,,Holocene,2,F2,0.536,4.1,-16.1,,,16.1,44.3,2.7,,x
41229-17041,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,020-025,,,2116,,Holocene,2,G8,0.584,5.2,-16.1,,,15.2,43.9,2.9,,x
41229-17170,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,070-075,,,5410,,Holocene,2,F4,0.586,5,-16.1,,,15.3,43.5,2.8,,x
41229-12071,Small,Carnivore,Urocyon or Vulpes,,Urocyon or Vulpes,,4132,TMM,Hall's Cave,155-160,,,11010,,Pleistocene,1,B9,0.597,10.3,-16.1,,,15.4,43,2.8,,x
908-4262,Large,Carnivore,Canis,familiaris/latrans,Canis,familiaris/latrans,13406,TMM,Kincaid Shelter,Disturbed Fill #353,,,,,,1,C3,0.499,7.1,-16.1,,,15.2,43.8,2.9,,x
567410,Large,Carnivore,Canidae,modern,Canidae,modern,,TMM,NA,NA,,,0,,Modern,1,H1,0.582,10.3,-16.1,,,16.3,44.2,2.7,,x
41229-17137,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,060-065,,,4751,,Holocene,2,D12,0.542,4.6,-16,,,14.4,42,2.9,,x
41229-10278,Small,Carnivore,Urocyon or Vulpes,,Urocyon or Vulpes,,4132,TMM,Hall's Cave,250-255,,,16509,,Pleistocene,1,E9,0.584,9.1,-16,,,13.3,35.9,2.7,,x
41229-SPILO-3744,Small,Carnivore,Spilogale,,Spilogale,sp.,341,TMM,Halls Cave,NA,Pleistocene,13150.5,13150.5,,Pleistocene,1,G10,0.507,12.5,-16,,,8.5,23.8,2.8,,x
908-3627,Large,Carnivore,Canis,sp.,Canis,sp.,13406,TMM,Kincaid Shelter,"Zone 6, Square E-F, 2-3",,,3000,,Holocene,5,G1,0.51,7.1,-16,,,15.1,42.8,2.8,,x
567393,Large,Carnivore,Canidae,modern,Canidae,modern,,TMM,NA,NA,,,0,,Modern,1,G6,0.571,11.9,-16,,,15.2,44.1,2.9,,x
41229-6562,Large,Carnivore,Canis,familiaris/latrans,Canis,familiaris/latrans,13406,TMM,Hall's Cave,145-150,,,10351,,Holocene,1,D3,0.64,7.5,-15.9,,,15.5,43.5,2.8,,x
41229-17031,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,020-025,,,2116,,Holocene,3,H2,0.53,6,-15.9,,,16.9,48.5,2.9,,x
908-3310,Small,Carnivore,Lynx,rufus,Lynx,sp.,17950,TMM,Kincaid Shelter,"Zone 5, Square H-I, 4-5, #238",,,7000,,Holocene,4,A9,0.55,8.6,-15.9,,,10.9,33.2,3,,x
908-3922,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,Disturbed Fill,,,,,,4,F2,0.577,7.5,-15.9,,,13.3,43.6,3.3,,x
908-3917,Small,Carnivore,Taxidea,,Taxidea,,7108,TMM,Kincaid Shelter,"Disturbed Fill, #166",,,,,,4,F8,0.507,12.8,-15.9,,,14.2,44,3.1,,x
41229-10351,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,025-030,,,2446,,Holocene,2,A12,0.547,6,-15.8,,,15.3,44.5,2.9,,x
41229-17174,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,070-075,,,5410,,Holocene,2,E7,0.531,5.2,-15.8,,,13.4,41.3,3.1,,x
41229-17311,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,120-125,,,8704,,Holocene,3,A4,0.589,6,-15.8,,,15.1,44.8,3,,x
908-3591,Large,Carnivore,Canis,sp.,Canis,sp.,37000,TMM,Kincaid Shelter,"Zone 5?6, Square C-D, 1-2",,,7000,,Holocene,4,G8,0.533,10.4,-15.8,,,10.7,37.9,3.5,,x
908-3337,Small,Carnivore,Taxidea,taxus,Taxidea,,7108,TMM,Kincaid Shelter,"Zone 5, Square H-I, 4-5, #241",,,7000,,Holocene,4,G6,0.591,9.1,-15.8,,,14.8,42.7,2.9,,x
41229-98807,,NA,NA,,,,,TMM,NA,NA,,,0,,Modern,2,H4,0.549,6.5,-15.8,,,14.5,43.2,3,,x
40685-UNM001,Large,Herbivore,Tayassu,tajacu,Tayassu,tajacu,21267,TMM,Zesch Cave,,Pleistocene,,30000,,Pleistocene,5,B9,0.569,7,-15.8,,,12.2,40.8,3.3,,x
41229-4753,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,105-110,,,7716,,Holocene,3,A12,0.419,6.2,-15.7,,,13.2,38.3,2.9,,x
908-1204,Small,Carnivore,Mephitis,mephitis,Mephitis,sp.,2085,TMM,Kincaid Shelter,"Zone 6, Square D-E, 2-3, #203",,,3000,,Holocene,4,F6,0.53,10,-15.7,,,15.2,44.6,2.9,,x
567411,Large,Carnivore,Canidae,modern,Canidae,modern,,TMM,NA,NA,,,0,,Modern,1,H2,0.552,10.2,-15.7,,,16.3,44.7,2.7,,x
40450-1609,Large,Carnivore,Canis,latrans,Canis,latrans,13406,TMM,Cave without A Name,Late Pleistocene,,,13000,,Pleistocene,5,G10,0.528,9.1,-15.6,,,12,35.8,3,,x
933-4494,Small,Carnivore,Mephitis,mephitis,Mephitis,sp.,2085,TMM,Friesenhahn Cave,,,,21000,,Pleistocene,4,F1,0.548,7.5,-15.6,,,13.9,43.7,3.2,,x
41229-720,Large,Carnivore,Canis,sp.,Canis,sp.,13406,TMM,Hall's Cave,045-050,,,3434,,Holocene,1,D6,0.531,6.9,-15.6,,,14.8,42.5,2.9,,x
41229-10469,Small,Carnivore,Urocyon or Vulpes,,Urocyon or Vulpes,,4132,TMM,Hall's Cave,155-160,,,11010,,Pleistocene,1,C11,0.523,9.9,-15.6,,,14.8,42,2.8,,x
908-3918,Small,Carnivore,Taxidea,,Taxidea,,7108,TMM,Kincaid Shelter,"Disturbed Fill, #8",,,,,,4,D7,0.538,10.5,-15.6,,,15.8,44.7,2.8,,x
41229-7437,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,065-070,,,5081,,Holocene,2,C9,0.518,5,-15.5,,,15.7,45.5,2.9,,x
41229-17044,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,020-025,,,2116,,Holocene,2,F7,0.598,4.7,-15.5,,,13.9,41.1,2.9,,x
908-3940,Small,Carnivore,Procyon,lotor,Procyon,lotor,5525,TMM,Kincaid Shelter,"Disturbed Fill, #188",,,,,,4,D6,0.547,12.7,-15.5,,,13.4,42.5,3.2,,x
567383,Large,Carnivore,Canidae,modern,Canidae,modern,,TMM,NA,NA,,,0,,Modern,1,G2,0.583,10.1,-15.5,,,16.5,44.6,2.7,,x
41229-14145,,NA,NA,,,,,TMM,NA,NA,,,0,,Modern,2,G5,0.575,5.5,-15.5,,,14.6,43.3,3,,x
41229-17129,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,055-060,,,4422,,Holocene,2,F8,0.519,6,-15.4,,,15.2,43.3,2.8,,x
41229-17233,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,090-095,,,6728,,Holocene,3,A9,0.527,5.7,-15.4,,,14.3,41.7,2.9,,x
41229-17231,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,090-095,,,6728,,Holocene,2,D10,0.514,6,-15.4,,,15.7,45.8,2.9,,x
908-3901,Small,Carnivore,Taxidea,,Taxidea,,7108,TMM,Kincaid Shelter,"Disturbed Fill, #172",,,,,,5,D6,0.575,9.4,-15.4,,,15.6,44,2.8,,x
41229-1350,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,025-030,,,2446,,Holocene,2,C2,0.527,4.7,-15.3,,,15.9,45,2.8,,x
41229-17389,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,135-140,,,9692,,Holocene,3,C5,0.582,6.4,-15.3,,,15.1,41.9,2.8,,x
908-4181,Small,Carnivore,Lynx,rufus,Lynx,sp.,17950,TMM,Kincaid Shelter,disturbed fill #173,,,,,,4,A7,0.58,10.6,-15.3,,,13.7,44.4,3.2,,x
567382,Large,Carnivore,Canidae,modern,Canidae,modern,,TMM,NA,NA,,,0,,Modern,1,G1,0.522,11.4,-15.3,,,16.3,44.6,2.7,,x
41229-2777,Large,Carnivore,Canis,familiaris,Canis,familiaris/latrans,13406,TMM,Hall's Cave,025-030,,,2446,,Holocene,1,A4,0.664,9,-15.2,,,15.3,42.7,2.8,,x
41229-689,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,030-035,,,2775,,Holocene,3,F10,0.576,5.9,-15.2,,,15.8,46,2.9,,x
41229-17147,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,060-065,,,4751,,Holocene,2,H7,0.548,5.1,-15.2,,,15.2,44.3,2.9,,x
908-3264,Small,Carnivore,Mephitis,mephitis,Mephitis,sp.,2085,TMM,Kincaid Shelter,"Zone 6, Square H-I, 4-5, #377",,,3000,,Holocene,6,B1,0.555,9.3,-15.2,,,14.6,42.3,2.9,,x
908-3899,Small,Carnivore,Taxidea,,Taxidea,,7108,TMM,Kincaid Shelter,"Disturbed Fill, #178",,,,,,4,F5,0.527,11.9,-15.2,,,15.9,45.4,2.9,,x
40450-1603,Large,Carnivore,Canis,latrans,Canis,latrans,13406,TMM,Cave without a Name,N/A,,,13000,,Pleistocene,6,B5,0.56,9.7,-15.1,,,8.4,25.6,3.1,,x
41229-17035,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,020-025,,,2116,,Holocene,2,H9,0.552,4.2,-15.1,,,15.7,45.6,2.9,,x
41229-10795,Large,Herbivore,Equus,,Equus,sp.,400000,TMM,Halls Cave,,Pleistocene,14977,14977,,Pleistocene,2,A2,0.286,5.9,-15.1,,,15.9,44,2.8,,x
908-4324,Large,Carnivore,Canis,familiaris/latrans,Canis,familiaris/latrans,13406,TMM,Kincaid Shelter,Disturbed Fill #1,,,,,,1,C9,0.533,9.7,-15.1,,,14.6,43.3,3,,x
908-3521,Large,Carnivore,Canis,latrans,Canis,latrans,13406,TMM,Kincaid Shelter,"Zone 5, Square A-B, 0-1, #397",,,7000,,Holocene,4,D1,0.511,12.6,-15.1,,,8.2,26.3,3.2,,x
908-4182,Small,Carnivore,Lynx,rufus,Lynx,sp.,17950,TMM,Kincaid Shelter,"Disturbed Fill, #174",,,,,,4,G7,0.398,10.1,-15.1,,,12.2,39.5,3.2,,x
933-3916,Small,Carnivore,Lynx,rufus,Lynx,sp.,17950,TMM,Friesenhahn Cave,,,,21000,,Pleistocene,4,F7,0.558,8.5,-15,,,9.7,27.8,2.9,,x
41229-10357,Large,Carnivore,Canis,familiaris,Canis,familiaris/latrans,13406,TMM,Hall's Cave,130-135,,,9363,,Holocene,1,D2,0.69,13.4,-15,,,15.6,43.7,2.8,,x
41229-16995,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,015-020,,,1787,,Holocene,3,B9,0.572,3.6,-15,,,14.7,41.3,2.8,,x
41229-17280,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,110-115,,,8045,,Holocene,3,G2,0.495,4.5,-15,,,13.3,38.5,2.9,,x
40450-1619,Large,Herbivore,Bison,sp.,Bison,sp.,579255,TMM,Cave Without A Name,Late Pleistocene,Terminal.Pleistocene,13000,13000,assigned 13ka,Pleistocene,5,D4,0.526,10.2,-14.9,,,14.3,42.9,3,,x
